序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
559,300422,博世科,4.33,3.1,0.13,209037.0,90048606.31,4.05,4.37,4.2,4.2,4.2,1.56,4.05,-30.29,1.09,2311702084.0,2237259187.0,0.0,0.23,-16.73,-0.46
560,603018,华设集团,9.33,3.09,0.28,246552.0,228448137.0,4.2,9.4,9.02,9.05,9.05,1.63,3.61,20.62,1.29,6379791788.0,6379791788.0,-0.11,-0.11,-2.71,13.64
561,688244,永信至诚,52.33,3.09,1.57,51755.0,272868104.0,10.62,55.21,49.82,51.4,50.76,0.88,10.46,-127.05,5.43,5349915424.0,2589549108.0,0.06,0.63,74.72,104.41
562,301153,中科江南,30.76,3.08,0.92,174756.0,532755380.82,9.95,32.08,29.11,29.92,29.84,1.63,8.49,1191.32,6.42,10763539200.0,6332431793.0,-0.06,0.16,0.95,10.09
563,603086,先达股份,5.69,3.08,0.17,630041.0,357329998.0,5.25,5.8,5.51,5.65,5.52,0.85,14.49,299.76,1.23,2474086784.0,2474086784.0,-1.04,-1.04,16.6,32.94
564,688661,和林微纳,60.4,3.07,1.8,107553.0,601630139.0,12.99,60.96,53.35,55.0,58.6,1.24,9.22,-499.49,5.84,7056942056.0,7045854730.0,-0.17,-0.74,70.91,82.97
565,837663,明阳科技,22.16,3.07,0.66,67786.0,151028291.9,11.53,23.49,21.01,21.5,21.5,1.74,13.92,28.78,6.51,2286912000.0,1079422929.0,-0.05,1.51,2.59,53.68
566,300917,特发服务,52.2,3.06,1.55,116305.0,605116827.44,5.19,52.88,50.25,50.6,50.65,1.41,6.88,80.78,8.21,8821800000.0,8821800000.0,0.0,0.02,-12.42,7.9
567,002892,科力尔,19.27,3.05,0.57,638822.0,1216712662.5,5.78,19.48,18.4,18.95,18.7,1.37,16.11,126.88,9.14,11962833092.0,7640474818.0,0.05,0.05,23.29,25.13
568,300999,金龙鱼,33.14,3.05,0.98,165888.0,549458904.88,4.29,33.6,32.22,32.26,32.16,2.14,3.06,71.81,1.92,179671543503.0,17983324795.0,0.03,0.09,-3.89,1.63
569,600227,赤天化,2.37,3.04,0.07,536684.0,128712612.0,6.09,2.45,2.31,2.32,2.3,1.81,4.2,-86.72,1.53,4002284613.0,3027911533.0,0.0,0.0,-4.44,-2.07
570,300883,龙利得,5.76,3.04,0.17,125657.0,71321602.7,5.01,5.78,5.5,5.58,5.59,1.53,3.83,288.95,1.4,1992960000.0,1888501536.0,-0.17,0.0,2.86,7.46
571,301200,大族数控,41.35,3.04,1.22,46988.0,194085310.42,8.12,42.76,39.5,40.3,40.13,2.6,8.05,64.15,3.48,17367000000.0,2414966159.0,0.02,-0.05,5.27,14.29
572,002031,巨轮智能,9.51,3.03,0.28,6008282.0,5674362518.73,9.75,9.88,8.98,9.14,9.23,0.94,30.31,2685.22,8.6,20916252822.0,18851178604.0,0.0,0.53,111.8,91.35
573,000626,远大控股,5.78,3.03,0.17,118153.0,68453411.52,5.53,5.94,5.63,5.63,5.61,1.78,2.35,-29.0,1.15,2941675882.0,2901693142.0,0.0,0.17,-16.11,0.52
574,300967,晓鸣股份,12.6,3.03,0.37,111959.0,143203855.16,4.74,13.15,12.57,12.69,12.23,1.67,8.97,-207.58,3.66,2363272027.0,1572860646.0,-0.24,-0.24,-2.4,7.23
575,000782,恒申新材,4.77,3.02,0.14,326439.0,154724745.83,5.83,4.89,4.62,4.62,4.63,1.82,6.18,-183.2,1.79,3274993798.0,2519226002.0,-0.21,0.21,-7.74,4.61
576,603950,长源东谷,27.6,3.02,0.81,195049.0,537085240.0,15.08,29.47,25.43,29.41,26.79,2.1,6.02,43.27,3.47,8946010080.0,8946010080.0,0.36,0.62,77.26,57.53
577,002634,棒杰股份,3.75,3.02,0.11,189304.0,70260832.18,6.04,3.8,3.58,3.7,3.64,1.11,4.24,-6.75,1.99,1722571924.0,1674429518.0,0.0,0.0,-5.54,-0.27
578,871970,大禹生物,6.49,3.02,0.19,49585.0,32723359.41,7.14,6.77,6.32,6.48,6.3,2.21,7.14,-33.63,2.4,722728996.0,450703891.0,0.0,0.15,-17.53,15.48
579,002457,青龙管业,11.98,3.01,0.35,169633.0,203120251.0,2.32,12.09,11.82,11.82,11.63,1.66,5.09,26.49,1.72,3995171864.0,3993193355.0,0.0,-0.08,-6.04,3.28
580,000659,珠海中富,2.74,3.01,0.08,378521.0,103907339.88,7.89,2.86,2.65,2.67,2.66,1.7,2.94,-91.28,11.82,3522824905.0,3522824905.0,0.0,0.0,-5.19,-2.84
581,920016,中草香料,24.7,3.0,0.72,26047.0,64141423.07,7.92,25.63,23.73,23.81,23.98,1.74,14.67,43.38,5.48,1901453646.0,438601654.0,0.04,0.37,-22.3,24.68
582,600810,神马股份,7.55,3.0,0.22,119265.0,90298825.0,5.18,7.7,7.32,7.34,7.33,2.62,1.17,215.51,1.04,7664013365.0,7664013365.0,0.0,-0.13,-3.94,-6.67
583,605303,园林股份,8.6,2.99,0.25,30504.0,26057020.0,5.87,8.76,8.27,8.38,8.35,1.15,1.89,-15.88,1.2,1386641709.0,1386641709.0,-0.23,-0.23,-0.12,13.46
584,002865,钧达股份,58.86,2.99,1.71,115526.0,671155276.53,4.09,58.86,56.52,56.76,57.15,1.11,5.14,-24.27,3.34,13487872123.0,13235600458.0,0.0,0.09,-8.09,15.19
585,603757,大元泵业,21.02,2.99,0.61,50453.0,104930296.0,3.43,21.2,20.5,20.6,20.41,4.22,3.06,13.41,2.26,3462964788.0,3462964788.0,0.05,-0.05,1.5,4.84
586,603678,火炬电子,30.0,2.99,0.87,175660.0,523880790.0,6.52,30.67,28.77,29.13,29.13,1.43,3.83,45.64,2.53,13750268370.0,13750268370.0,0.0,-0.1,1.15,-1.64
587,300594,朗进科技,18.97,2.99,0.55,96447.0,179735550.9,7.33,19.27,17.92,18.25,18.42,3.02,10.6,-30.2,2.0,1742839347.0,1726234431.0,0.21,0.48,-2.47,10.68
588,300547,川环科技,45.21,2.98,1.31,283237.0,1239102325.8,11.57,46.08,41.0,42.5,43.9,1.01,15.89,49.86,8.56,9806328127.0,8057488820.0,0.0,0.27,117.56,64.16
589,871642,通易航天,12.78,2.98,0.37,54058.0,68970646.24,5.32,12.96,12.3,12.41,12.41,1.39,5.37,-75.82,5.83,1324906153.0,1287033901.0,0.16,0.16,-16.03,10.46
590,600637,东方明珠,8.29,2.98,0.24,1171347.0,990085508.0,5.71,8.74,8.28,8.57,8.05,3.94,3.48,29.08,0.93,27870149483.0,27870149483.0,-0.24,-0.24,-1.19,6.83
591,920099,瑞华技术,29.8,2.97,0.86,20476.0,59277127.8,4.84,30.4,29.0,29.37,28.94,2.69,5.59,15.11,2.81,2336319940.0,1090859247.0,0.0,-0.03,-17.91,3.33
592,600581,八一钢铁,3.12,2.97,0.09,290034.0,89814219.0,3.3,3.13,3.03,3.05,3.03,1.95,1.89,-2.49,13.37,4800717386.0,4782641354.0,0.32,0.0,-7.42,1.63
593,300376,ST易事特,3.82,2.96,0.11,340862.0,129107812.0,4.58,3.86,3.69,3.73,3.71,1.81,1.46,32.38,1.27,8893878618.0,8890801322.0,0.26,0.26,3.24,6.7
594,600246,万通发展,6.27,2.96,0.18,845431.0,527772020.0,5.09,6.38,6.07,6.17,6.09,1.2,4.35,-78.77,2.21,12186648357.0,12186648357.0,0.0,0.0,-46.23,-15.84
595,000717,中南股份,2.79,2.95,0.08,782139.0,217680294.52,4.8,2.83,2.7,2.71,2.71,1.62,3.23,-5.96,0.82,6762529196.0,6761631514.0,0.36,0.36,-2.11,2.57
596,601929,吉视传媒,2.11,2.93,0.06,2452713.0,519158446.0,5.37,2.17,2.06,2.06,2.05,1.08,7.03,-17.84,1.32,7363453034.0,7363453034.0,0.0,0.48,18.54,12.83
597,688696,极米科技,126.68,2.92,3.6,16687.0,207008834.0,6.2,126.73,119.1,122.71,123.08,1.23,2.38,72.76,3.01,8867600000.0,8867600000.0,0.46,0.06,47.2,29.24
598,600809,山西汾酒,198.91,2.92,5.65,101743.0,2026175625.0,5.16,201.97,192.0,192.2,193.26,1.76,0.83,16.04,7.86,242663083398.0,242663083398.0,-0.15,-0.13,-3.45,9.44
599,600131,国网信通,21.13,2.92,0.6,367278.0,779990993.0,4.29,21.62,20.74,20.95,20.53,1.76,3.07,63.92,3.98,25393168600.0,25269475798.0,0.0,0.09,-1.58,11.74
600,000967,盈峰环境,7.08,2.91,0.2,2309073.0,1578246895.95,17.44,7.57,6.37,6.74,6.88,1.22,7.29,27.86,1.29,22421947887.0,22411273371.0,0.0,-1.39,42.74,42.45
601,002827,高争民爆,27.97,2.91,0.79,143321.0,398524910.52,3.72,28.2,27.19,27.2,27.18,0.96,5.19,52.22,8.7,7719720000.0,7719688534.0,0.04,0.07,-4.25,10.51
602,600720,中交设计,8.86,2.9,0.25,167498.0,147515584.0,3.25,8.9,8.62,8.63,8.61,2.07,2.16,15.55,1.43,20330116706.0,6876801407.0,0.0,0.11,-6.74,0.0
603,837023,芭薇股份,15.61,2.9,0.44,51113.0,80394178.19,5.74,16.08,15.21,15.36,15.17,2.05,14.92,34.58,3.5,1339338000.0,534898660.0,-0.19,-0.06,-7.08,10.55
604,300850,新强联,24.59,2.89,0.69,172564.0,421747420.13,4.81,24.92,23.77,23.78,23.9,1.29,7.03,-183.33,1.82,8821533378.0,6035507501.0,0.0,0.24,-0.08,28.68
605,301183,东田微,58.47,2.89,1.64,101675.0,587973759.1,7.13,59.65,55.6,56.78,56.83,1.87,22.06,87.32,5.58,4677600000.0,2694765360.0,-0.02,-0.02,1.72,8.68
606,688456,有研粉材,36.05,2.88,1.01,55308.0,198093288.0,5.08,36.58,34.8,35.45,35.04,2.09,5.34,63.78,3.09,3736943000.0,3736943000.0,0.14,0.14,7.93,8.45
607,603050,科林电气,23.95,2.88,0.67,52266.0,122397498.0,5.46,23.99,22.72,23.11,23.28,0.81,1.92,36.7,3.92,6526685584.0,6526685584.0,0.08,0.17,5.65,16.04
608,000911,广农糖业,7.15,2.88,0.2,81915.0,58365549.76,3.17,7.22,7.0,7.0,6.95,1.81,2.05,-78.6,41.05,2862286699.0,2862286699.0,0.14,0.14,-10.51,-0.69
609,002302,西部建设,6.44,2.88,0.18,283181.0,181718485.42,4.15,6.51,6.25,6.26,6.26,1.9,2.24,629.29,0.89,8129561718.0,8129561718.0,0.0,0.16,-11.05,-2.13
610,002539,云图控股,7.88,2.87,0.22,242688.0,191247275.2,3.26,7.95,7.7,7.77,7.66,2.25,2.75,10.67,1.1,9516863245.0,6959143673.0,0.13,0.13,-8.16,0.77
611,300316,晶盛机电,32.63,2.87,0.91,268178.0,874412310.15,5.74,33.3,31.48,31.72,31.72,1.87,2.18,10.83,2.51,42730087796.0,40185653779.0,-0.15,-0.09,-9.06,2.29
612,601069,西部黄金,13.27,2.87,0.37,130412.0,170302808.0,4.5,13.33,12.75,12.87,12.9,1.21,1.91,71.0,2.7,12177632656.0,9076583925.0,-0.08,0.0,3.51,15.9
613,002455,百川股份,7.9,2.86,0.22,288812.0,227582816.21,3.52,7.99,7.72,7.73,7.68,1.73,5.69,34.28,2.67,4694609065.0,4010074247.0,0.0,0.38,-10.53,5.76
614,603261,立航科技,25.53,2.86,0.71,47014.0,120449866.0,8.14,26.69,24.67,25.0,24.82,1.37,17.88,-43.93,2.54,1988981590.0,671369456.0,0.0,0.04,-23.45,-8.17
615,688155,先惠技术,44.98,2.86,1.25,51391.0,228311086.0,3.89,45.0,43.3,43.73,43.73,1.31,4.11,22.43,2.92,5624759975.0,5624759975.0,0.0,0.09,0.85,18.56
616,603616,韩建河山,3.6,2.86,0.1,157373.0,56563760.0,3.43,3.64,3.52,3.53,3.5,1.61,4.13,-25.68,3.59,1408744800.0,1372924800.0,0.0,0.0,-10.0,2.56
617,600251,冠农股份,7.2,2.86,0.2,207950.0,150536341.0,2.43,7.34,7.17,7.19,7.0,3.79,2.68,12.64,1.51,5594353798.0,5594353798.0,-0.14,0.0,-4.51,-1.23
618,600039,四川路桥,7.2,2.86,0.2,418282.0,301486659.0,3.57,7.3,7.05,7.05,7.0,1.84,0.62,9.86,1.38,62728299396.0,48266204004.0,0.28,0.14,-3.1,-1.1
619,000677,恒天海龙,3.97,2.85,0.11,332231.0,131710585.0,4.66,4.04,3.86,3.88,3.86,1.46,3.85,65.53,6.85,3429992454.0,3429992454.0,0.25,0.51,-19.14,-3.17
620,600761,安徽合力,20.94,2.85,0.58,496178.0,1052236296.0,9.43,22.38,20.46,21.64,20.36,1.59,5.57,12.7,1.82,18651106415.0,18651106415.0,0.14,0.38,19.86,18.64
621,000536,华映科技,5.42,2.85,0.15,1891537.0,1002241036.58,6.64,5.48,5.13,5.2,5.27,0.98,6.85,-13.25,9.51,14991897792.0,14975907237.0,0.18,0.37,-15.18,20.18
622,002385,大北农,4.34,2.84,0.12,2649708.0,1174814436.1,5.21,4.55,4.33,4.47,4.22,2.84,7.52,104.87,2.26,18662340972.0,15294498030.0,0.0,-0.23,-2.91,0.23
623,600370,三房巷,1.81,2.84,0.05,208513.0,37630681.0,3.98,1.83,1.76,1.77,1.76,1.44,0.54,-17.24,1.27,7052688850.0,7052688850.0,0.0,0.0,-12.56,-1.63
624,002027,分众传媒,6.53,2.83,0.18,3030682.0,1987133153.65,5.51,6.65,6.3,6.35,6.35,1.54,2.1,17.82,5.97,94307564211.0,94307564211.0,-0.15,-0.46,-9.31,-7.11
625,600148,长春一东,19.63,2.83,0.54,39380.0,76930788.0,5.87,20.02,18.9,18.97,19.09,1.51,2.78,-577.76,5.98,2777967914.0,2777967914.0,0.0,0.15,-20.4,9.42
626,300610,晨化股份,10.56,2.82,0.29,97291.0,102165911.5,6.82,10.91,10.21,10.22,10.27,2.09,6.03,27.9,1.97,2270484269.0,1702668760.0,-0.38,-0.47,-1.22,5.6
627,300237,美晨科技,2.19,2.82,0.06,897016.0,196682052.6,5.16,2.24,2.13,2.13,2.13,1.28,6.23,-12.27,22.64,3157793697.0,3151178802.0,0.0,0.46,-12.4,0.46
628,603701,德宏股份,15.7,2.82,0.43,50954.0,80120759.0,6.22,16.08,15.13,15.13,15.27,2.09,1.95,209.21,5.33,4103381846.0,4103381846.0,-0.32,-0.25,11.27,12.14
629,600398,海澜之家,7.67,2.82,0.21,601801.0,460316615.0,5.23,7.78,7.39,7.45,7.46,1.11,1.25,14.48,2.2,36837248170.0,36837248170.0,0.0,0.0,26.99,2.27
630,002991,甘源食品,78.96,2.81,2.16,10826.0,84453772.5,4.56,79.5,76.0,76.86,76.8,1.21,2.18,19.91,4.55,7360322016.0,3923169528.0,-0.05,0.01,5.99,-15.57
631,688598,金博股份,26.36,2.81,0.72,144595.0,376384122.0,6.05,26.8,25.25,26.0,25.64,1.48,7.08,-27.66,0.92,5381602666.0,5381602666.0,0.08,0.04,-17.75,25.17
632,000680,山推股份,9.52,2.81,0.26,404771.0,382600753.96,4.1,9.58,9.2,9.26,9.26,1.6,3.09,15.89,2.38,14283116962.0,12452126490.0,0.0,0.0,-3.55,-1.55
633,603500,祥和实业,7.34,2.8,0.2,153208.0,111255910.0,3.5,7.35,7.1,7.11,7.14,1.46,4.5,48.91,2.58,2523105079.0,2501444959.0,-0.14,-0.14,4.11,-4.68
634,920019,铜冠矿建,20.96,2.8,0.57,27975.0,57826577.39,3.63,20.96,20.22,20.39,20.39,1.38,6.5,60.79,5.1,4407190032.0,902678032.0,0.19,0.72,-28.27,6.94
635,688458,美芯晟,37.52,2.79,1.02,28744.0,106908028.0,6.55,38.19,35.8,36.75,36.5,1.21,3.42,-97.32,2.14,4184854320.0,3149749258.0,0.0,0.11,3.08,14.56
636,605018,长华集团,12.52,2.79,0.34,148829.0,187252598.0,7.31,12.99,12.1,12.31,12.18,1.19,3.17,49.18,2.18,5899746928.0,5885223728.0,0.08,0.24,47.99,42.6
637,300984,金沃股份,70.37,2.79,1.91,44974.0,313026214.0,8.76,72.5,66.5,68.83,68.46,1.12,7.82,218.05,6.4,6210082271.0,4045247457.0,-0.11,0.03,174.45,75.05
638,430476,海能技术,11.48,2.78,0.31,47301.0,55330948.34,7.61,12.0,11.15,11.31,11.17,1.96,7.54,-155.68,2.04,970976104.0,720389550.0,0.35,0.26,-14.33,18.35
639,600153,建发股份,10.01,2.77,0.27,279624.0,277242439.0,3.8,10.08,9.71,9.73,9.74,1.4,0.96,10.75,0.54,29500422962.0,29024380896.0,-0.1,0.0,7.29,-1.09
640,002184,海得控制,15.25,2.76,0.41,471104.0,711637974.13,8.29,15.7,14.47,14.74,14.84,0.84,19.62,-37.2,4.38,5366602643.0,3661181936.0,0.07,0.13,15.36,30.57
641,300844,山水比德,33.85,2.76,0.91,20613.0,69504004.64,4.86,34.43,32.83,33.3,32.94,1.96,3.3,79.33,2.88,2188064000.0,2111393750.0,0.0,0.06,2.64,7.87
642,002672,东江环保,4.1,2.76,0.11,95266.0,38982241.1,3.01,4.14,4.02,4.02,3.99,1.71,1.05,-9.59,1.12,4531548788.0,3710985038.0,0.24,0.0,-15.98,-3.07
643,300606,金太阳,19.78,2.75,0.53,78705.0,154848713.4,6.75,20.2,18.9,19.15,19.25,2.41,6.6,101.91,3.96,2771514260.0,2360276884.0,0.0,0.0,-10.98,3.07
644,300795,米奥会展,25.82,2.75,0.69,225288.0,570655598.37,6.8,26.08,24.37,24.52,25.13,1.16,16.77,65.57,11.09,5957346792.0,3468703908.0,0.0,0.35,46.37,29.04
645,300499,高澜股份,21.33,2.75,0.57,679902.0,1424886227.61,9.78,21.71,19.68,20.33,20.76,1.38,25.05,-276.68,4.7,6510951870.0,5789141300.0,0.0,0.14,20.51,5.8
646,600233,圆通速递,13.85,2.74,0.37,408022.0,565433483.0,4.97,14.09,13.42,13.48,13.48,1.88,1.18,12.22,1.56,47737535116.0,47737535116.0,0.0,0.0,-9.18,-2.4
647,688418,震有科技,33.42,2.74,0.89,129315.0,435648531.0,8.48,34.77,32.01,32.52,32.53,1.27,6.68,292.23,7.65,6470446200.0,6470446200.0,0.0,0.0,0.57,14.61
648,600558,大西洋,4.52,2.73,0.12,302809.0,135988848.0,5.0,4.59,4.37,4.41,4.4,2.05,3.37,35.3,1.77,4057173836.0,4057173836.0,0.0,0.22,1.8,11.06
649,002592,ST八菱,5.29,2.72,0.14,48752.0,25598416.03,4.66,5.36,5.12,5.14,5.15,1.88,1.86,21.98,1.66,1498821821.0,1389769597.0,-0.38,-0.19,6.22,9.98
650,001333,光华股份,18.54,2.71,0.49,31441.0,58835278.38,8.7,19.5,17.93,18.08,18.05,4.43,7.15,18.58,1.46,2373120000.0,815760000.0,0.11,0.16,-1.17,7.11
651,000707,双环科技,7.19,2.71,0.19,159710.0,114114918.41,3.71,7.27,7.01,7.01,7.0,2.51,3.44,7.61,1.41,3337208050.0,3337208050.0,0.0,0.14,-11.78,-2.57
652,688618,三旺通信,25.43,2.71,0.67,36280.0,92179680.0,7.07,26.12,24.37,24.87,24.76,2.0,3.3,63.25,3.24,2806578924.0,2798516775.0,-0.12,0.04,9.94,21.04
653,300154,瑞凌股份,11.01,2.71,0.29,298671.0,326970921.82,7.18,11.23,10.46,10.72,10.72,1.45,9.47,25.95,2.82,4949602763.0,3471502006.0,-0.27,0.0,53.77,0.46
654,000921,海信家电,28.55,2.7,0.75,197314.0,560647951.78,4.53,28.93,27.67,27.8,27.8,1.28,2.16,10.63,2.68,39570597063.0,26032784386.0,-0.1,-0.07,-3.68,-1.21
655,300480,光力科技,15.99,2.7,0.42,188656.0,295795740.32,6.68,16.16,15.12,15.56,15.57,1.32,7.62,-78.12,4.21,5640810513.0,3960454384.0,-0.06,0.0,5.41,23.47
656,600847,万里股份,9.15,2.69,0.24,34890.0,31935051.0,7.86,9.45,8.75,9.0,8.91,1.61,2.28,-42.15,2.2,1402579710.0,1402579710.0,-0.11,-0.54,-8.41,12.96
657,000766,通化金马,16.02,2.69,0.42,214512.0,342948292.82,3.97,16.18,15.56,15.58,15.6,1.16,2.22,485.39,6.61,15483245206.0,15475443050.0,-0.19,-0.25,11.4,2.04
658,002982,湘佳股份,17.94,2.69,0.47,34254.0,61333434.84,2.46,18.05,17.62,17.62,17.47,1.7,3.69,21.95,1.64,2603780636.0,1663813223.0,-0.06,0.0,-4.88,1.64
659,300093,金刚光伏,13.76,2.69,0.36,171706.0,234045505.4,4.55,13.81,13.2,13.42,13.4,0.98,7.97,-6.36,-8.57,2972160000.0,2964062157.0,0.0,0.15,-27.66,-0.36
660,600543,莫高股份,4.97,2.69,0.13,106133.0,52523684.0,4.34,5.04,4.83,4.84,4.84,1.62,3.31,-43.94,1.91,1595966400.0,1595966400.0,0.0,0.4,-18.66,7.11
661,603151,邦基科技,11.48,2.68,0.3,26955.0,30748398.0,2.95,11.56,11.23,11.3,11.18,1.24,3.33,33.88,1.56,1928640000.0,927951360.0,0.0,0.35,0.79,14.69
662,300732,设研院,6.89,2.68,0.18,87298.0,59860877.38,3.13,6.92,6.71,6.74,6.71,1.62,2.7,-11.3,0.85,2234531177.0,2230580196.0,-0.29,-0.29,-13.22,3.14
663,000679,大连友谊,6.9,2.68,0.18,246756.0,167156813.25,4.91,6.9,6.57,6.66,6.72,0.86,6.92,-44.61,8.46,2459160000.0,2459160000.0,0.0,0.73,29.21,5.5
664,603150,万朗磁塑,36.85,2.67,0.96,54019.0,195298106.0,6.6,37.38,35.01,35.83,35.89,0.76,10.09,22.07,2.05,3150048550.0,1972078603.0,0.0,-0.08,31.8,39.0
665,002005,ST德豪,1.92,2.67,0.05,154261.0,29344529.0,3.74,1.94,1.87,1.89,1.87,0.94,0.88,-49.74,10.46,3364655727.0,3364655727.0,0.0,-0.52,10.34,14.97
666,601200,上海环境,8.08,2.67,0.21,225595.0,181628362.0,2.8,8.11,7.89,7.89,7.87,2.61,1.68,16.27,0.98,10877540428.0,10877540428.0,0.12,0.25,-6.81,-1.1
667,834014,特瑞斯,12.32,2.67,0.32,38390.0,47092569.58,7.75,12.76,11.83,12.01,12.0,2.53,8.53,28.64,1.93,1533201676.0,554421659.0,0.49,0.74,-19.0,9.12
668,001914,招商积余,10.02,2.66,0.26,107316.0,106659937.88,2.97,10.04,9.75,9.78,9.76,1.23,1.01,12.86,1.04,10624667521.0,10624634455.0,0.2,0.3,-7.99,-5.2
669,603158,腾龙股份,9.26,2.66,0.24,410771.0,375673666.0,5.88,9.33,8.8,9.02,9.02,1.37,8.37,14.42,2.02,4544801574.0,4544801574.0,0.0,-0.11,14.6,14.6
670,300425,中建环能,5.41,2.66,0.14,287037.0,154470805.21,4.36,5.46,5.23,5.26,5.27,1.71,4.23,118.23,1.6,3690836455.0,3672009092.0,0.0,0.19,-4.25,-7.2
671,600405,动力源,5.8,2.65,0.15,1187781.0,710041727.0,8.32,6.22,5.75,5.75,5.65,2.54,21.47,-16.99,5.73,3554411610.0,3208997598.0,0.0,-0.17,17.65,2.47
672,001331,胜通能源,11.26,2.64,0.29,25698.0,28648607.62,2.83,11.26,10.95,10.99,10.97,1.34,5.1,70.4,1.51,2270016000.0,567504000.0,0.0,0.27,-4.58,2.27
673,600313,农发种业,7.0,2.64,0.18,951780.0,681937070.0,7.77,7.49,6.96,7.12,6.82,3.05,8.79,102.61,3.95,7575390641.0,7575390641.0,0.0,0.29,3.09,3.7
674,000632,三木集团,3.5,2.64,0.09,171578.0,59846152.48,6.45,3.6,3.38,3.41,3.41,1.37,3.69,-13.4,1.12,1629318495.0,1629185621.0,0.29,0.29,-13.37,-4.63
675,688266,泽璟制药-U,76.26,2.64,1.96,39350.0,298756907.0,5.06,77.18,73.42,74.68,74.3,1.3,1.49,-154.64,15.49,20186646264.0,20186646264.0,0.05,0.18,12.33,22.39
676,002494,华斯股份,4.28,2.64,0.11,132338.0,56112064.0,4.32,4.31,4.13,4.15,4.17,1.34,4.61,437.33,1.33,1614889873.0,1227377475.0,0.0,0.47,3.13,7.27
677,300778,新城市,10.93,2.63,0.28,58139.0,63367901.75,2.82,10.99,10.69,10.74,10.65,1.66,2.86,-12.67,1.69,2230376521.0,2225560982.0,0.0,0.28,-10.85,-2.06
678,002222,福晶科技,36.32,2.63,0.93,320292.0,1170038576.69,5.48,37.53,35.59,35.6,35.39,1.77,6.84,76.25,10.86,17079480000.0,17003270289.0,-0.16,0.47,10.83,12.1
679,871694,中裕科技,17.59,2.63,0.45,13342.0,23184824.43,5.72,17.89,16.91,16.96,17.14,1.16,2.78,17.66,2.26,1797435909.0,845543736.0,0.06,0.29,-9.24,18.21
680,000002,万  科Ａ,7.82,2.62,0.2,3175918.0,2493456398.06,5.38,8.07,7.66,7.66,7.62,1.69,3.27,-3.9,0.4,93298148063.0,75986438464.0,0.13,0.0,-9.91,7.71
681,688627,精智达,84.14,2.62,2.15,25728.0,215760017.0,6.5,86.45,81.12,82.3,81.99,1.21,3.6,115.46,4.67,7910148982.0,6008569500.0,0.13,-0.24,-2.73,15.4
682,300672,国科微,84.66,2.62,2.16,156442.0,1316778625.27,6.88,86.68,81.0,81.3,82.5,1.03,7.44,196.9,4.51,18383129292.0,17807186380.0,0.19,0.15,24.52,26.83
683,000860,顺鑫农业,17.65,2.62,0.45,235401.0,418217991.57,4.71,18.12,17.31,17.4,17.2,2.26,3.17,25.7,1.83,13092187356.0,13092187356.0,0.0,-0.06,-7.54,-9.35
684,688565,力源科技,6.67,2.62,0.17,40457.0,26888419.0,5.23,6.8,6.46,6.52,6.5,1.69,2.7,-30.2,2.17,1013420457.0,998699100.0,-0.6,-0.3,-4.71,15.8
685,300988,津荣天宇,21.2,2.61,0.54,73195.0,153039803.2,4.6,21.25,20.3,20.65,20.66,1.36,6.82,36.67,2.5,2974303968.0,2276903256.0,-0.19,0.33,8.05,17.52
686,688788,科思科技,60.5,2.61,1.54,53618.0,321696919.0,11.19,64.0,57.4,59.0,58.96,0.94,5.07,-25.03,2.84,6397749463.0,6397749463.0,-0.17,-0.82,92.74,90.97
687,601952,苏垦农发,9.84,2.61,0.25,315078.0,308941249.0,3.13,9.96,9.66,9.79,9.59,3.9,2.29,18.61,1.98,13559520000.0,13559520000.0,0.0,0.2,-2.77,0.51
688,300666,江丰电子,76.49,2.6,1.94,124299.0,948479905.93,5.12,77.88,74.06,75.21,74.55,1.2,5.64,53.07,4.6,20295748214.0,16866643534.0,0.0,-0.01,0.99,10.14
689,002015,协鑫能科,7.89,2.6,0.2,466024.0,367469191.2,5.98,8.1,7.64,7.69,7.69,2.78,2.87,15.85,1.09,12808031204.0,12808031204.0,-0.38,0.0,-8.15,1.68
690,688233,神工股份,24.87,2.6,0.63,61594.0,152521772.0,2.81,25.07,24.39,24.49,24.24,1.75,3.62,102.4,2.36,4235503654.0,4235503654.0,0.04,0.08,-8.63,6.06
691,601668,中国建筑,5.53,2.6,0.14,4243484.0,2341754048.0,3.9,5.59,5.38,5.4,5.39,1.75,1.03,4.32,0.51,228501759155.0,228501759155.0,-0.18,-0.18,-9.49,-7.83
692,002146,荣盛发展,1.58,2.6,0.04,1769028.0,281589888.93,6.49,1.63,1.53,1.53,1.54,1.46,4.54,-3.62,0.31,6870098885.0,6162428735.0,-0.63,0.0,-24.4,-4.24
693,603773,沃格光电,25.68,2.6,0.65,124792.0,326671010.0,5.83,26.88,25.42,26.12,25.03,2.21,6.13,-86.95,4.33,5729866255.0,5229662202.0,-0.04,0.08,3.67,1.5
694,603226,菲林格尔,5.93,2.6,0.15,91162.0,53927284.0,7.27,6.08,5.66,5.73,5.78,0.76,2.56,-63.87,2.2,2108066196.0,2108066196.0,-0.5,-0.34,19.32,25.37
